|review|airline
882|"I freaking love this airline.

There's something about a plane, that as soon as I sit down..boom. I fall asleep. That's usually a good thing when everyone on the plane has to watch the same movie,  the seats are uncomfortable, there's crappy service and crappy snacks..

Even though I was able to sleep the majority of my flight..the time I was awake was very pleasant.

First, the ladies and gents workin the plane are smokin. Even the older men are silver foxes.

You get a hot towel as soon as you get on. Good to wipe your face. Especially when you were just hammered with India's heat and dust. Gross.

The snacks are first class. The drinks are plentiful. Don't forget the free alcohol. (One guy next to me loaded up on cognac like there was no tomorrow.)

The meals are quite nice. And you get TONS OF ICE CREAM!!

You get a nice amount of leg room, each chair has a tv..You can watch movies (new movies too, I watched a movie that was in theaters a couple months back only), tv shows, play video games, listen to music, etc. You name it. They got it.

And oh my god, Changi airport. The best damn airport EVER!

I would totally fly with them again next time I go out of the country. For this reason. After a 14+ hour flight I walked off the plane and I didn't even feel like murdering anybody."|singapore-airlines
883|"I've flown twice with them (round trips) from LAX to Japan (Narita Airport) and I really enjoyed my experience. Great movie selections and lots of free drinks to pass the 10-12 hour flights. There was one incident where the man sitting in front of me slammed into his seat knocking off everything on my tray onto me including the red wine I had been sipping (side note: when can we start yelping rude people?).  Thankfully the stewardess came to my aid to remove the stains covering the sleeve of my brand new white jacket.  She then proceeded to sit in the aisle while we worked on it getting the stains out with her magic (and saving my jacket)! So amazing - I couldn't thank her enough.  Only reason why I'm not giving 5 stars is because it is a bit slower service than I have experienced on other flights (air france and virgin) and 2 of the 4 flights they ran out of one choice of dish which was kind of a bummer so I strongly suggest bringing snacks or a meal from the airport if you're a picky eater like me 0:-)   But for the most part their food was really good.

Please note I have never had to call them or use any services with changing flight dates or contact information which I've read is awful through other yelp reviews.  I arrived 3 hours before my flights, checked in and hung out until boarding each time with no issues of lost luggage."|singapore-airlines
884|"Singapore Airlines still does not disappoint.   Their level of service is beyond Outstanding and far outweighs the level of service or comfort any American carrier.

Although their ticket prices are not always the most inexpensive, they are worth the few extra bucks because I know I will be treated well by an attentive crew and excellent food.  

Thank you SIA!!"|singapore-airlines
885|"Singapore Airlines to the best airline in the world!

Great customer service, attentive flight crew, great food, the list goes on and on.

Keep up the great work SIA!

Cheers!"|singapore-airlines
886|"If only I can give them 0 stars. I booked a ticket to south Korea(somewhere in may) before the whole MERS virus issued  happened, and my flight was on the 22 of July. After I found out about MERS I contacted them asking to cancel my flight but they said I wouldnt be able to get a refund and loose all the money so I told them what was happening in Korea. The lady I was talking to said only people in June was able to cancel and get the refund. I asked why, and she said because MERS might die down in july. I thought it was reasonable so she told me to give a call on the first week of july in case MERS doesn't die down  so we can talk about the refund. I called 3 times because the virus didn't die down and all 3 times they kept telling me my ticket was unrefundable because due to their policy. Just in case the virus might get better I waited another week and called them again. This time this Indian guy picked up and I was explaining everything, and the first thing he did was he gave me attitude. I told him about MERS, and from what I'm hearing on the Korean news the death toll due to MERS increased and it started spreading to the philipines. And he said they recieved no information about how MERS was getting worse. I asked him to reconsider my situatuion , because I am an US citizen, if I do get caught with MERS I can't go back and I would have to stay in Korea, I don't even live there. So in the end he kept giving me attitude and I asked to talk to one of the higher ups and he kept making excuses so I wouldn't be able to talk to the high ups. They said I couldn't get the refund, nor get credit. I don't understand.... Singapore airlines wants to risk people's health because they dont want to loose their profit..... I can assure them that I will never ever book any flights from them and tell everyone I know.
Thanks for being a pain in the ass Singapore airlines, I'm about to loose around $1k because of some virus that's happening in Korea because I don't want to risk my health. GREATLY APPRECIATED"|singapore-airlines
887|"Singapore Airlines exceeded my expectations.  Its the only way to fly to Asia.  

Leg room: Good enough for a 6'3"", 210 lbs guy like me (except when the guy in front of you lays in your lap).  So its best to sit in the emergency exit row if your large or like the leg room.

Food:  It was pretty good.  They give you food on a one hour ride between Singapore and Malaysia; and it was much more than peanuts.  The dinners were edible with beef in a red wine sauce, or chicken stuffed with chesse, and smoked salmon salad.  No charge for wine and beer.  

Entertainment: When 18 hours seems long....Singapore Airlines makes it seem short.  You will have your own 4"" monitor with movies not even on video yet.

Other Notables: No charge for more than 1 bag checked, they didnt even charge me for my bag being over 50 lbs. I love how they give you a hot towel before eating.  I just wish they can keep people from farting on the plane! (WTF, I mean really...WTF)"|singapore-airlines
888|"SW just pulled a heavy five stars for their performance on a flight over the Christmas holiday. The employees were a treat from check-in to stewarding. I'm here safe and sound, so the pilot gets his nod, too!

I was so exhausted on our trip to Chicago, I passed out, cold. I'm told snoring and everything. 20 minutes later I had a huge PTSD incident and awoke to two attendants looking to help me. Mrs. E. says they heard the noise and responded in seconds. Embarrassing on me; impressive on them!

My remaining time in the air I stayed awake and played sudoku. They repeatedly checked on me and asked if I needed anything. Thank you!

All the while, two asshats were complaining up a storm about having to wear a mask and acting as if they didn't understand the proper way to wear one. Finally, in the end, yelling at the attendants because of the rule. As if these two ladies invented the concept and procedure. They were both professional and courteous to these morons and should've been given medals.

On another note, I wish the airline stuck to it's no occupying the middle seat policy. I'm not naïve, I full well understand why that isn't practical. Being more or less pressed into this flight, I still have concerns about everyone's safety.

We fly home next week, I pray that one or both of these exemplary employees are on the flight. FYI, I've contacted the airline by phone, email and am writing a formal letter detailing the events of that flight. 12/20"|southwest
889|"Review #182 - 2020

We've flown Southwest for over a decade and I've lost count of how many flights I've been on, but flying in and out of Southwest-Midway was not as customer friendly as I've been used to all these years.

Flight attendants have a not so friendly attitude, which I honestly understand everyone's concern during this whole COVID era.  Honestly, I don't understand why forcing a 4-year old to keep her mask on for a 4.5-hour flight is such a big deal.  

Kids in general don't like having things covering their faces for an extended period of time; but having to breathe in the same air for hours on out is definitely no fun, even for me as an adult!

I know everyone's scared of getting sick; but I honestly don't understand the fear, yet you're still willing to fly for hours in an enclosed space breathing in recycled air with hundreds of people while crying about a child not wearing a mask.

If you're really that scared, then you should stay in a personal bubble so no one else can intrude in your personal space!

Plus, I noticed that one of the flight attendants used a coffee pot to pour hot water into the toilet to wash down whatever was left behind by the passengers.  You're worried about kids not wearing a mask?  That should be a bigger concern!!"|southwest
890|"Southwest Airlines is the easiest way to fly from Chicago to Houston. No change fees. Many nonstop flights. Inexpensive fares if booked ahead.

Recently flew on an unexpected and unplanned trip. Booked a couple of weeks ahead for $42 one way. Boarding is currently in groups of 10. Middle seats are open. Face masks are required. A glass of water and a snack are served midway through the flight. You can also bring up to 12 ounces of hand sanitizer in your carry-on.

Service with a smile, now covered by a face mask. Just Plane Smart."|southwest
891|"I am a far cry from reaching my goal of reviewing every Southwest Airlines in every city I fly. This is a goal for 2020 to complete because my experiences are positive and I want to share.

I choose Southwest pretty much exclusively if I can. The number one reason is they are most often on time. However a close second is that they are a company with a big heart. The staff from check in to flight crew are some of the best! Have I had mediocre experiences, well yes but it's uncommon. Also they often come in with excellent pricing. Finally the two bags fly free can't be beat.

My most recent flight was delayed due to snow. The grounds crew was efficient and cleared the runway with a 15 plow convoy. If you've never seen this it's pretty cool. Also the deicing machine had us taken care of in around 20 minutes. Time was made up in the air and the flight was only delayed 10 minutes into Atlanta.  

Southwest does things differently and they pride themselves on being a unique caring airline. I think the extra attention provided by the desk agent is indicative of the overall customer oriented culture."|southwest
892|"Five stars, all the way. I am that person that packs literally 10 minutes before we have to leave on a trip, every single time. Do I strive to be better at this? Yes. Has it been my New Years resolution multiple times? Yes. However, Southwest saves me every time because I get to bring two bags on for FREE so I'm always in luck. This is an incredible perk for flying this airline and I never knew how expensive bags were until flying on others.

I also think that their fares are generally lower than competition. We also have the luxury of being able to fly out of Ohare or Midway so we compare there also, but we find great deals all the time. The low fare calendar is like Christmas morning! I love traveling so finding random cheap flights for a quick getaway makes me so happy. They now also fly to some international places!!! We flew them to the Dominican Republic last year and the flight was great!

Their service is fantastic. All their flight attendants have smiles on their faces and I fly frequently. I'd say I use southwest at least 6-8 times a year. Their alcohol selection on flight impressed me so much! We went to Birmingham last weekend and started the trip off with some whiskey and ginger ales, because why not? They had Wild Turkey whiskey which is a great brand! We also somehow were on the same flight as my husband's aunt and uncle so our group may have got a little noisy in the back :D The attendants were supporting it because we were having the best time.

Last! If you're looking for a great credit card with perks, Southwest has a great card that credits you points per dollar spent. It is AMAZING if you travel a lot, rack up those points with this card, and I highly recommend this airline all around!!"|southwest
893|As a loyal customer I am very disappointed!  This past year I did everything in my power to achieve companion pass (as I have done for many years).  Southwest extended the companion pass for those who did not achieve this status but did nothing for those of us who worked hard to achieve it.  I would like my companion pass eligibility extended as long a those who did not achieve that status.|southwest
894|Southwest has lost my business for good.  they are  the worst company ever . Treating people like crap .my last flight was packed no empty seats and stewardesses were yelling at passengers for mask issues when the dumb bitch didn't even have hers on right. If your that dam worried about a fake pandemic why was every seat full? I had strangers sitting on both sides of me .where was the 6' separation? None side to side front to back none. This is a money game your playing. Hope you fail like all the small businesses .this was a las vagas to Sacramento flight.|southwest
895|Same old southwest BS customer service.   Avoid this airlines like the COVID   Racist rude and they shuffle you on and off like cattle in the most uncomfortable seats you ever sit in.  They bragged about additional seats and they did however they went with the cheapest seats available but it fit there cause more room for the cattle shuffling.|southwest
896|I am utterly disappointed in Southwest's control to maintain this virus. Sure, masks, air filters and incremental boarding slots help, but they only go so far. Why would this business make efforts to STOP providing services that prevent the virus (i.e. middle seats and promoting socially distancing)? Oh, just to make some extra money? How self-centered that is at a time like now. Unbelievable that professionals like Fauci have not spoken up about this horrible practice. There is a pandemic people; let's participate, fly and travel effectively and appropriately.|southwest
897|"Ended up here as a transfer flight headed to LAX and it was a full house! I'm glad there were multiple stewardesses to attend to us. They came by multiple times for drinks and once with snacks for our about 4 hour flight. Not the usual snacks either, they actually had Fritos, cookies, and pretzels. What a pleasant surprise!

Never realized their free WiFi only worked for their movies & also, the intercom for info from the pilot was very low but we could hear the stewardess fine."|southwest
898|"Their website says, ""We like to think of ourselves as a Customer Service company that happens to fly airplanes.""  I say, ""Yes, they have proven that they really do care about their customers.""  Here's my testimony:  Several months in advance of our travel date, I purchased ""Wanna Get Away"" tickets online.  But days before our trip, my Missus developed acute bronchitis and was in no shape to fly (much less infect a planeload of passengers).  So, we took advantage of Southwest's generous no-fee policy that grants passengers who book this type of fare the ability to make changes within one year of purchase date (if the new fare is higher, you pay only the difference).

Unfortunately, the unforeseen illness of another family member threw cold water all over our new travel plans.  When it became obvious that we would be unable to use our credit before it expired, I emailed Southwest Customer Service.  I soon received a semi-automated response that read merely, ""... We encourage you to use the funds before the expiration date.""

Dissatisfied, I went to an advocacy site - Elliott.org - to look up direct contact info for various Southwest executives.  My second email was answered promptly.  Even though I had purchased a non-refundable fare, the representative empathized with our predicament and made an exception for our case.  Southwest's corporate logo is a heart, and yes, these folks really do have a heart."|southwest
899|Southwest customer service is very disappointing. With COVID most airlines are refunding funds for flights that need to be cancelled BUT NOT Southwest. My got to get away flight they will not refund because COVID is not a valid reason they said!!|southwest
900|"Ok, ok. ..I take it back. Midway Airport aka Southwest Airlines  (Southwest accounts for 93% of their flights) isn't so bad now that they separate the TSA pre-check line. It literally went from a 40 min Monday morning wait to 5 mins.

The gates could still use more seats and charging stations, but overall a much better experience now that renovations are underway."|southwest
901|One security gate, one cainine. ..one f*** hot mess.  It is absolutely unacceptable the way Midway manages their checkpoint line. I fly out each Monday and the line is more and more ridiculous each week. There's a single line until the very end when they check for TSA pre-check. If you're familiar with Midway take a look at my picture. The line literally went all the way to the CTA Orange Line. Chicago is the third largest US city, but this airport is not equipped to handle the traffic. Even with Southwest being my preferred airline, I may switch to ORD if this continues.|southwest
902|Disappointing experience.  They placed my luggage on the wrong flight.  No sense of urgency in resolving the matter.  Poor customer service.|southwest
903|Southwest Airlines is a racist airline. They kicked off a black man for wearing a Trump hat and mask. I saw this. Disgusting.|southwest
904|"Um I just called southwest because I'm unable to check in due to day light savings time. This isn't anywhere on the site for mobile users and we have an early flight. They couldn't do anything for us but give us 2k points. Whose going to give us our time back.

Now we have to check back in an hour later taking more time away from our sleep.

The rep I just spoke with said. There's nothing I can do I get off in 8 minutes. He's name was Justin.

So I will be calling the Dallas office asking to speak to a manager Monday morning. They also confirmed that I was indeed correct about the information about day lite savings time was not listed on the via mobile app as of 6am est nov 2nd.

Lost time and sleep two things I can never get back"|southwest
905|"Wow... just accosted by an airline employee for what he said was my mask was not covering my nose . I have no doubt in my mind he picked me out because I was white- got in my face and asked @ if I was going to be a problem""  this is racism and is tolerated against white people as people are made to be afraid to stand up for themselves and their rights. I will pen a letter to Colleen Barrett when I arrive back and WILL NEVER GLY THIS RACIAT AIRLINE AGAIN. The jackass that accounted me was too afraid to give his name ... had disgusting dread locks - Christmas Morning MDW- Gate A11 ...."|southwest
906|"My family like many others have had to cancel upcoming trips. One would think SWA would be more accommodating than only issuing a flight credit.
Once things are back to normal, this multi-year A-List Preferred member is done with this airline. I'm sure United will be happy to receive a fifty trip a year customer."|southwest
907|"The most fair airline to the consumer. You can get a refund or change flights last minute without the penalty. What other airline does that?!
Morning flights are on time. The evening can be challenging but I'm used to it now. It's best if you have an A status, it's not hard to get if you sign with their credit card."|southwest
908|The airline will not refund or credit the EarlyBird Checkin enough with the Coronavirus going on.....Are they really serious???  It's there policy... can't believe it.  Yes, it's only $15 but at least credit it for a future flight.  Guess the airline really need the money|southwest
909|"I ride Southwest Airlines often, and I am still going to. I am writing this as a public service announcement in hopes that southwest will check the the reliability of their online check in system.

If you check in right at the check-in time (i.e. 24 hrs before your flight), the southwest website might glitch and not record your check inThe website checked me in at 7:30 or 7:31 (confirmed b7 slot). I did see a confirmation. When I arrived at the airport the next day, the system did not see my check in and I ended up at the c3 slot. Counter attendants said there might have been a computer glitch.

TLDR: Make sure to double check your online check in a few minutes afterwards. I had to learn this the hard way, from a b7 to a c3 slot. Southwest website may glitch."|southwest
910|"I love traveling with southwest
Is very budget friendly,  staff is always nice.  
If u get lucky may be evenone free booze.  
They also send u coupons for booze!  
I travel with them all the time.
Early bird option is also great."|southwest
911|Very fake-nice company desperate for money. Made the mistake of confirming a change to a flight that I was only trying to see how much it would cost. I IMMEDIATELY called to reverse it when I realized what happened, but even after spending lots of time on hold and talking to their very condescending customer support, they refused to issue a refund for the change I didn't want. I don't normally write bad Yelp reviews but they are bad enough to have brought out my inner Karen. Southwest stole my money because of a one-click mistake. I will be avoiding them from now on.|southwest
912|Staff is always very friendly, accommodating, and always puts customer service first. The prices have gone up, but when you fly with other airlines and they treat you like crap you really appreciate airlines like Southwest. Every state I've been in I've been treated exactly the same.|southwest
913|"Would give ZERO stars if I could!!!  Paid extra $50 to take a flight that was three hours earlier than I originally booked.  I had paid for early bird seating, which I lost ($40) AND got a deadly ""C"" seating.  Now they have delayed the earlier flight I paid for by 2 1/2 hrs; so I asked if I could at least get my early bird back - they said sure for another $40.  What a racket!!!  

When I asked at the gate they said ""no"" call client services.  When I called client services they said ""ask at the gate"" can't make this stuff up!!!

Customer service at its worst

JetBlue needs more flights so I can stay away from. Southwest for good.  I had forgotten why I stoped using them!!  Only take them out of desperation.

Ugh!!!"|southwest
914|"Stupid, Stupid Stupid!  Cancels all flights and won't give people their bags!

I hope you go out of business soon!  

Horrible company. Wish I could leave negative stars!"|southwest
915|"We fly Southwest regularly. On our last flight, the flight attendant
had her mask off almost the entire flight. She sat down and drank and ate almost the entire flight. There was only one pass through for trash early in the flight. This person who said she was ""Betty"" then demanded we clean up under our bulkhead seat and the aisle. She must have known that  Southwest wasn't going to follow up on our complaint. We called and emailed the airline but it never got back to us. Flight crew should be required to wear masks and not expose the customers. I will be complaining to the FAA."|southwest
916|Flight from Memphis to Midway was good. The flight was not packed so lots of room. The flight attendants were welcoming and the pilot was hilarious. A little sense of humor goes a long way.|southwest
917|"you guys fuckin suck ass! never flying with this airline again!

changed our flight twice on us. last minute changed our flight again while on the way to the airport and because of that we were 5 minutes late to check in. they did not let us board and instead of getting to our destination a 1pm as scheduled, we now have gotten reschedule to leave 3 hours later, and connect in houston for a 3 hour layover causing us to arrive at our final destination at 9pm where we missed our entire day!!! this is fuckin ridiculous and i will never fly southwest again. go fuck yourselves, we just missed our best friends wedding because of you fucks!"|southwest
918|"If I could give this review zero stars I would. I came through Midway Airport from Vegas on Southwest Airlines which I almost never do, the flights back and forth from Chicago to Las Vegas and vice versa were bumpy and downright uncomfortable.
Plus when I came back to Chicago my large luggage bag was severely damaged and is totally unusable, I took this bag with me from Chicago to Boston (x2) , To Kansas City and to Los Angeles on American Airlines without any problems or damage whatsoever. The first time I flew round trip on Southwest and now I have to go out and buy another bag, I recommend another airline altogether."|southwest
919|"This review is in regards to SW Airline Corporation Rapid Rewards.  They do not have direct control over the points.  They handed it over to Points.com who has put stringent and unfair business practices in place.  If you transfer 10,500 points to a friend or family member they charge you $105 which means not only did you lose the ""free"" points from you existing points but also that you just ""paid"" for your free points.  You lose your points and your money.  I could understand a small fee of like $2.99 but to make you pay for your free points is not only illogical but it is unethical.  Read the small print folks!  After finding this out I cancelled not only my transfer."|southwest
920|"OK First off I am a LOYAL Southwest Customer!!!! it is unless unavailable the only airline I fly now having said that. Back in January 2020 I booked a flight there was a tragedy that prevented me from taking that trip. And Southwest being so easy to cancel your flight and save your money for a future flight did just that. WELL then COVID-19 hit and Living in Michigan we had Strict travel restrictions more then a lot of other places. SO I have not been able to use my travel funds. I looked at my account and it said that the Travel funds were set to expire on December 31,2020 so I called to see if due to COVID I could get those funds extended.  this is what I was told now my Travel Funds are for $200.00 I was told after they expire I have up to six months to call Southwest and get them extended ""AS A ONE TIME COURTESY"" but when they extend them they will take $100.00 off the fund balance as a fee. So basically if I can't use the by Dec 31st 2020 I will have to forfeit 50% of my travel funds to get that extension. I expressed my thoughts on this POLICY during this time and was told those funds didn't fall in the covid extension dates. SO NEEDLESS TO SAY THE POLICY IS BS AND I AM SO VERY DISAPPOINTED WITH SOUTHWEST and as soon as I use my Travel Funds I am going to start looking at other Customer Friendly Airlines. Which actually makes me sad I up until now have ALWAYS HAD GREAT EXPERIENCES WITH SOUTHWEST. But a policy like this during these strange time and wanting to keep $100.00 of my HARD EARNED MONEY DURING THESE TOUGH TIMES IS NOT ONLY TO ME THEFT BUT DISRESPECTFUL TO CUSTOMERS.  They already have my money so that aren't out anything it is JUST CORPORATE GREED AT IT FINEST.  SHAME ON YOU SOUTHWEST for TAKING ADVANTAGE OF YOUR LOYAL CUSTOMERS!!!!!!"|southwest
921|"MDW is a major base for WN, and I'll focus my review on the experience at this airport, as the in-flight experience is generally not related to any one particular location.

Things are a tad busy and hectic here at MDW, but the WN staff are generally able to maintain a professional game face and get the traveling masses in and out efficiently, whether at baggage claim, check-in, or onboarding. For example, I had a recent layover here and while my gate area was quite crowded thanks to a delay in our flight, the gate agent gave frequent updates on our arriving flight's status and managed to keep most folks at ease.

It was all an inoffensive experience - which is the most I can ask for when flying domestically these days."|southwest
922|I have flown Southwest often, but can no longer support them after seeing the way they treated a polite and compliant black man on their flight.  The proof of them targeting him has been out there on video for a while and they have done nothing but make excuses for it.  Absolutely disgusting.|southwest
923|Do not bother to accept a voucher from them! They are useless. Anyone can steal your number, use your voucher and not only will they not tell you who used it, but they won't replace them. Has to be an employee, as no one else would have access to your number! So use it immediately or lose it to an employee! I've been flying SW for many, many years because I had the credit card. Time for a new credit card and a new Airline!!!|southwest
924|This terminal is easy to find with helpful staff.  Smallerand similiar to others, I felt comfortable getting around thus Chicago terminal.  Clean, well organized|southwest
925|I always have a great flight on southwest. However, there are no barf bags in the seat pockets anymore. Why? Flying into Chicago in the wind can cause a lot of panicky air sickness feelings. I want a bard bag just in case. Years ago they were everywhere. Do people not throw up anymore?|southwest
926|"First time I flew SWA was on Halloween! Long enough ago that it was when they still had those aircraft with seats facing each other (as if in a train car!)

The whole cabin was TOTALLY decked out in black and orange and cobwebs and spiders. I was thinking, ""what the heck?"" having been raised on United, Delta, TWA and having to get dressed up to fly etc. ""Is this safe?!"" I thought. Lol.

It got crazier....Mid-flight, there were party games.

Left v right side of the plane!!!. ""Here's a roll of toilet paper.... let's see which side can roll it over head to the row behind and so on. Whichever makes it to the back without tearing....wins!!""  

It was awesome!! I miss those days now honestly. I give a five star overall but some workers could sure use a shot of that original SWA spirit. (Like the non-smiling ladies who checked me in today. They didn't bring me down though. I hope they can figure it out.)"|southwest
927|I always find Southwest to be dependable which is why I choose to fly with them.  On my recent trip to New Hampshire I slipped on some ice, and was therefore trying to fly back to Houston hampered by crutches.  Southwest employees helped me from start to finish - Boston to a plane change in Chicago, to Houston and the baggage claim all the way to helping me to the parking shuttle.  Thanks to Southwest and it's employees for the kind help!|southwest
928|I always find Southwest to be dependable which is why I choose to fly with them.  On my recent trip to New Hampshire I slipped on some ice, and was therefore trying to fly back to Houston hampered by crutches.  Southwest employees helped me from start to finish - Boston to a plane change in Chicago, to Houston and the baggage claim all the way to helping me to the parking shuttle.  Thanks to Southwest and it's employees for the kind help!|southwest
929|Southwest used to be a lot cheaper to fly but the last few years the prices have gone up and the quality has gone down. They keep canceling my trips  and I have to keep calling since I booked the round trip it cant be changed online. The call takes over an hours for the operator ti answer and I finally get my flight changed. Now instead of a non stop I have to waist my whole day traveling. If I would have known this wasnt going to be nonstop I would have traveled another airline and I will next time.|southwest
930|Horrible to small children not required legally to wear masks|southwest
931|I haven't been on a plane in about 10 years. Nothing really changed from the whole flying experience. On our plane trip, alot of the material from the overheads were falling apart. Alot of the plane felt like it was made out of cheap plastic just by feeling the walls by the window and the overhead above us. The captains chair was having a bunch of mechanical issues that through our projected flight ETA way off. The part that irritated me the most was that they expected me to pay for wifi on the plane for $8, screw that.  Then again we live in a world where net neutrality doesn't exist anymore.Their slogan was a complete contradiction of their services and to think of the customers first. Staff was friendly for the most part but I don't think I would fly Southwest.|southwest
932|I LOVE THIS AIRLINE!!! They are my #1 choice. I recently took a trip to Ft. Lauderdale. You get to have two free bags, the staff are always professional, and the flights are affordable. I have never expressed experienced any hidden fees with southwest. I just booked another flight to New Orleans in February to attend Mardi Gras. I cannot wait.|southwest
933|The best airline for the money you spend. Always great experience flying Southwest and always excellent customer service.|southwest
934|"Pathetic. Lied to constantly on our flight from Midway (Chicago) to Newark, New Jersey. Absolutely the worst Airline ever.
Tried to placate the upset people with water and two bit snacks. A total disgrace.
Don't ever fly this Airlines. A truly piss poor experience. Nothing but a bunch of lying and untrustworthy individuals.
Never fly with these people."|southwest
935|Received email from Southwest related to coronavirus . The email  stated that they spend  6 to 8 hours nightly cleaning the planes.  It would help if Southwest provided wipes in the jet bridge so passengers could clean planes after every flight.|southwest
936|Still waiting for my text or email mentioning the gate change for 1615 from B19 to A19. Not happy especially since I've been at the former since 0945. Thanks a lot.|southwest
937|Wish I could give 0 stars. waited on hold for 4.5 hours then got disconnected. Called back several times spoke to several reps. Their policy for group bookings is use your flight as booked or lose your money. They want me to fly amidst a national crisis and pandemic to a location chosen for my cancelled cruise with my husband who has chronic respiratory issues and a child that has been feverish for 5 days. This of course would spread whatever illness she is carrying to others however the health of their customers seems to not be a concern of theirs. They should do the right thing during this pandemic. Refund our $2610 fare. This was our first booking ever with SWA what a poor experience with sub par customer service.|southwest
938|I always love flying southwest. Friendly staff and choose your own seats. Plus the 2 bags free! I've flown over 50 flights w/southwest and I've never had a bad experience. Delays are not something that can be controlled, so those don't count.|southwest
939|"The unfortunate thing about reviews, are that in high-pressure situations with tension and opportunity for things to go awry, negative reviews are heavily inspired. Reviews are not as frequently inspired, in my experience, when either an exceptional job is done or even a ""good"" job is done.

Well, Southwest blows my socks off every fricken time and I will sing their praises probably for the rest of my life. I have flown with a handful of airlines in my time since living in Chicago, being in a long-distance relationship, going on vacations here, and also going on some business trips, and time and again, Southwest is my guy.

Let me tell you why-

PRICES- If you book a few weeks in advance, tickets are usually very affordable on Southwest. I fly back and forth to Cleveland a lot because that's where my boyfriend lives and an average ticket is $109 one-way if I snag them a few weeks in advance, making it only a $110 cost for us to see each other each month (as we usually split round trip fares down the middle). WITH THAT...

CHECKED BAGS- One of the few airlines that (rightfully so) DOES NOT CHARGE EXTRA for checked bags. You get up to TWO checked bags complimentary. This means that on any given flight that I've taken, I am eligible to take a carry-on, a backpack or personal item, and two full-sized check bags. That alone saves me between $60 and $100 depending on the airlines if you factor in the ridiculous bag checking fees that many airlines get away with. My bags have also always been handled with the utmost care and respect, always getting them back in great condition.

TIMELINESS- I have probably been on 30+ flights this past year and of all the airlines I have flown, Southwest is the only one I have NEVER ONCE experienced a significant flight delay or airplane issue with. They always board when they say they will, depart when they say they will, and land on-time or early. If there is a small delay, you are always accurately and promptly updated. There was one delay one time (not of major significance) but I was told hours in advance so I knew I had more time to get to the airport rather than rushing there just to wait. Now, after boarding..

STAFF IN AIRPORT- When checking bags, I feel like I always dread talking to the people you check bags with at the counter because I have had such RUDE experiences. Not Southwest- always friendly, smiling, and happy to help.

STAFF ON BOARD- AMAZING PEOPLE. Literally, like the Chic Fil A employees of the sky. I don't know what they require for their hiring process, but let me tell you what, they're finding good people. Air travel can often be stressful, chaotic, and exhausting. It doesn't help when you board only to be met with equally stressful and exhausting members of the crew who irritate you. It especially doesn't help when you're hyper-cognizant of how expensive this last-minute flight was and then your attendant is extremely rude to you. Southwest attendants and staff and even the pilot (who will often say hi on the way in or out!) are not only kind and helpful, but FUNNY! I feel like on every single flight I've ever been on through Southwest, the person on the speaker was making jokes that were actually sarcastic and funny, not just dumb. Usually the whole plane has a few chuckles before it has landed again.

FLIGHT- Always incredible. Of all the airlines I fly, this one always makes me feel safest and most comfortable. Smooth landings, comfortable transitions. Even the night after the great Chicago ""polar vortex"" where there were only 15 of us on the plane, they got us there safely and comfortably.

FOOD ON BOARD- YES, FOR ALL. Some airlines are so cheap in that they will charge you $200+ for a ticket and then not even give you a 50 cent bag of pretzels or a complimentary drink unless you are in first class. Southwest? Nope. You get pretzels and drinks. Even two drinks if you want them. I have not yet ordered a paid-for meal on-board but a king lady I sat next to on one flight did and seemed to really enjoy the falafel and Greek salad.

CHANGE IN PLANS?- Again, pretty much the only airline I know of that allows you to make changes in your flight plans without the exorbitant fees, and one of the only airlines I know of that will negotiate a refund with you without all the bull and the fuss! Have done this a couple times with no issues whatsoever. That's transfarency ;)

POINTS- STACK THEM UP. I am probably going to get a Southwest card soon here just due to how often I use their airline.. If you spend $1000 in the first month I believe it is, you get 50,000 points which can pay for a few round-trip flights right there.

Overall, just a freaking fantastic airline. There's probably even more I missed but you get the gist. Great prices, amazing customer service, no hidden fees.. Just an amazing company and I love dealing with them."|southwest
940|"Flying SW into Midway is so easy.  Nonstop from PVD, easy terminal, manageable, easy access to the Orange line to get into the city.

The staff on board and on the ground are always so nice and so pleasant.  The great thing about picking your own seat is such a great perk.   Sad that no more peanuts on board, but I do understand, some people do have really bad peanut allergies."|southwest
941|"Nothing but great things to say about Southwest.  We only fly Southwest, and use their credit card.  Purchases equals flight points!  Southwest sends drink coupons occasionally for our birthdays or other occasions.  Trust Uncle Tim here, this is a bonus.  You won't suffer from the dreaded ""Short Shot Syndrome"" with them.  If you do not have drink coupons, drinks cost $5-no cash-credit cards or drink coupons only.    

The check in staff is always nice and friendly.  The flight crews are funny, attentive and top notch.  Lately, I have noticed the Captain and First Officer greeting and talking to passengers as they board the plane.  Southwest is the only way to travel for me."|southwest
942|"Southwest, curse you for not flying into O'Hare. I love their staff,  flights and prices but it's more difficult for me to fly them on a regular basis because they only go to Chicago's airport in the south, Midway.  

Really the staff on Southwest flights is so far beyond any other airline. They are always so friendly and often times really funny. Have you seen the rapping flight attendant? youtu.be/G9lZV_828OA
Yep. That's Southwest.

I find the pilots sometimes have the same sense of humor which can be really calming knowing their confidence. I dislike flying and they always put me at ease.

Free non- alcoholic drinks and peanuts! That's right folks, they still serve Honey Roasted Peanuts. Nomz!

No unexpected bag fees, no change fees, no hidden fees. And be sure to join their rapid rewards program!

You're great, Southwest!"|southwest
